,Zusammenfassung,Min_Kompressionsrate,Max_Kompressionsrate,Endgueltige_Kompressionsrate,länge Zusammenfassung,länge Ausgangstext,batch_texts,batch_output,text,text_rank_text,tokens_gesamt,token_text_rank,desired_compression_rate,text_rank_compression_rate,current_compression_rate,compression_difference,reduction_multiplier,ent_com_rate
33,"A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster posed as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends.",49,73.5,93.61702127659575,44,47,[],"['A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster posed as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends.']","A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster fooled Scaramucci by posing as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends. The prankster said he targeted Scaramucci because he had used mental health issues as a ""put down"".","A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster fooled Scaramucci by posing as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends",64,47,0.74,0.7833333333333333,0.734375,0.005624999999999991,1.0076595744680852,0.6875
34,"Manish Shah, a UK based doctor, has been charged with 118 sexual offences. He has been also charged with one count of sexual assault on a",36,54.0,74.28571428571429,26,35,[],"['Manish Shah, a UK based doctor, has been charged with 118 sexual offences. He has been also charged with one count of sexual assault on a']","A UK based doctor, Manish Shah, has been charged with 118 sexual offences, the Metropolitan Police said on Wednesday. Shah has been accused of 65 counts of assault by penetration and 52 allegations of sexual assault, police officials added. He has also been charged with one count of sexual assault on a child under 13.","A UK based doctor, Manish Shah, has been charged with 118 sexual offences, the Metropolitan Police said on Wednesday. He has also been charged with one count of sexual assault on a child under 13.",55,35,0.39,0.6481481481481481,0.6363636363636364,-0.24636363636363634,0.6128571428571429,0.4727272727272727
35,Jared Kushner claims the campaign was too dysfunctional and disorganised to collude with a foreign government. The President's son in law and senior adviser said the team was 'too dysfunctional' and 'disorganised' to coll,38,57.0,91.8918918918919,34,37,[],"[""Jared Kushner claims the campaign was too dysfunctional and disorganised to collude with a foreign government. The President's son in law and senior adviser said the team was 'too dysfunctional' and 'disorganised' to coll""]","US President Donald Trumps campaign could not have colluded with Russia because the team was too dysfunctional and disorganised to coordinate with a foreign government, the Presidents son in law and senior adviser Jared Kushner has claimed. Notably, Kushner had acknowledged four meetings with Russians during and after Trumps presidential bid and insisted that he had ""nothing to hide"". ","US President Donald Trumps campaign could not have colluded with Russia because the team was too dysfunctional and disorganised to coordinate with a foreign government, the Presidents son in law and senior adviser Jared Kushner has claimed",60,37,0.53,0.6491228070175439,0.6166666666666667,-0.08666666666666667,0.8594594594594595,0.5666666666666667
36,"Gulalai: ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity"" ""I cannot compromise,"" she says.",28,42.0,92.5925925925926,25,27,[],"['Gulalai: ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity"" ""I cannot compromise,"" she says.']","A woman lawmaker of Pakistan Tehreek e Insaf (PTI) party, Ayesha Gulalai, has accused party leader Imran Khan of harassing women leaders in the party and sending them obscene text messages. ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity,"" Gulalai said announcing her resignation from the party. ","""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity,"" Gulalai said announcing her resignation from the party",59,27,0.46,0.48214285714285715,0.4576271186440678,0.0023728813559322215,1.0051851851851852,0.423728813559322
37,Harry Potter author falsely accused US President Donald Trump of refusing to shake the hand of a child in,39,58.5,50.0,19,38,[],['Harry Potter author falsely accused US President Donald Trump of refusing to shake the hand of a child in'],Harry Potter author JK Rowling has apologised for a series of tweets in which she falsely accused US President Donald Trump of refusing to shake the hand of a child in a wheelchair during an event last week. Rowling was slammed for not removing the tweets from her social media account after her comments were proved to be incorrect. ,Harry Potter author JK Rowling has apologised for a series of tweets in which she falsely accused US President Donald Trump of refusing to shake the hand of a child in a wheelchair during an event last week,60,38,0.24,0.6440677966101694,0.6333333333333333,-0.3933333333333333,0.37894736842105264,0.31666666666666665
38,PM1 is reportedly the most dangerous particulate matter. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulatematter is a product of vehicular pollution.,63,113.0,55.00000000000001,33,60,[],['PM1 is reportedly the most dangerous particulate matter. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulatematter is a product of vehicular pollution.'],"Substantial presence of PM1, reportedly the most dangerous particulate matter, has been found in areas around Delhis Lodhi Road, a study by System of Air Quality and Weather Forecasting And Research said. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulate matter is a product of vehicular pollution, reports said. ","Substantial presence of PM1, reportedly the most dangerous particulate matter, has been found in areas around Delhis Lodhi Road, a study by System of Air Quality and Weather Forecasting And Research said. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulate matter is a product of vehicular pollution, reports said",61,60,0.55,1.0,0.9836065573770492,-0.4336065573770491,0.5591666666666667,0.5409836065573771
39,Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests.,50,75.0,79.16666666666666,38,48,[],['Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests.'],The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The facility has remained sealed since its inauguration last year.,The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately,58,48,0.71,0.8275862068965517,0.8275862068965517,-0.11758620689655175,0.8579166666666667,0.6551724137931034
40,"Graham: ""There is a military option"" to solve the North Korean threat. He said he prefers a diplomatic approach",21,31.5,95.0,19,20,[],"['Graham: ""There is a military option"" to solve the North Korean threat. He said he prefers a diplomatic approach']","Republican Senator Lindsey Graham has said that US President Donald Trump has told him they would rather go to war to destroy North Korea than allow it to develop nuclear armed missiles. Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option. To destroy North Koreas programme and North Korea itself.""","Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option",61,20,0.29,0.3333333333333333,0.32786885245901637,-0.03786885245901639,0.8845,0.3114754098360656
41,Sunil said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning,30,45.0,79.3103448275862,23,29,[],['Sunil said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning'],"Comedian Sunil Pal, in a Facebook video, has accused filmmaker Anees Bazmee and his friend Mayur Barot of not paying Sunil his fees for a stage show. He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.",He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.,56,29,0.33,0.5178571428571429,0.5178571428571429,-0.1878571428571429,0.6372413793103447,0.4107142857142857
42,The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan. Women employees are asked to tie rakhis on,35,52.5,85.29411764705883,29,34,[],['The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan. Women employees are asked to tie rakhis on'],"The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues. ""It has been decided to celebrate the festival of Rakshabandhan on August 7. In this connection, all offices/departments shall remain open,"" the circular read.",The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues,58,34,0.45,0.5862068965517241,0.5862068965517241,-0.13620689655172408,0.7676470588235295,0.5
43,The ban will take effect from September 1. The ban will remain in effect for,33,49.5,46.875,15,32,[],['The ban will take effect from September 1. The ban will remain in effect for'],"The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1. ""All United States passports are declared invalid for travel to, in, or through the DPRK unless specially validated for such travel,"" the restriction read. The ban will remain in effect for one year.",The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1. The ban will remain in effect for one year.,56,32,0.22,0.5714285714285714,0.5714285714285714,-0.3514285714285714,0.385,0.26785714285714285
44,"Air India has a debt of over .50,000 crore, he said. ""Now we have to decide what has to be done with Air India""..",31,46.5,80.0,24,30,[],"['Air India has a debt of over .50,000 crore, he said. ""Now we have to decide what has to be done with Air India""..']","Finance Minister Arun Jaitley has said that a ""proper decision"" would be taken on Air Indias future and it would be in governments interest to protect jobs at the airline. Noting that the airline has debt of over .50,000 crore, he said it is ""not small"" and ""now we have to decide what has to be done with Air India"".","Noting that the airline has debt of over .50,000 crore, he said it is ""not small"" and ""now we have to decide what has to be done with Air India"".",60,30,0.5,0.5,0.5,0.0,1.0,0.4
45,"AA lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day. Executive Chairman Bob Mackenzie was fired with immediate effect for gross misconduct.",63,113.0,65.0,39,60,[],"['AA lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day. Executive Chairman Bob Mackenzie was fired with immediate effect for gross misconduct.']","UK roadside repair firm AA on Tuesday lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for gross misconduct. However, his son said he resigned over an extremely distressing mental health issue. ","UK roadside repair firm AA on Tuesday lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for gross misconduct. However, his son said he resigned over an extremely distressing mental health issue",61,60,0.69,1.0,0.9836065573770492,-0.2936065573770492,0.7015,0.639344262295082
46,"Ramdev and Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat.",44,66.0,85.71428571428571,36,42,[],"['Ramdev and Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat.']","According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat. The judging panel will also include singers Shekhar Ravjiani and Kanika Kapoor. ","According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat",55,42,0.59,0.7924528301886793,0.7636363636363637,-0.1736363636363637,0.7726190476190475,0.6545454545454545
47,Actor Naseeruddin Shah said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. Lipstick Under My Burkha is due to be released on September 14.,33,49.5,106.25,34,32,[],['Actor Naseeruddin Shah said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. Lipstick Under My Burkha is due to be released on September 14.'],"Actor Naseeruddin Shah, while talking about the controversy around Lipstick Under My Burkha, said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. He added, ""Its very frightening to see that the Censor Board can do whatever it wants and practise its biases openly and ban films that it doesnt like.""","Actor Naseeruddin Shah, while talking about the controversy around Lipstick Under My Burkha, said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen",60,32,0.52,0.5333333333333333,0.5333333333333333,-0.013333333333333308,0.9750000000000001,0.5666666666666667
48,"Amitabh Bachchan shared a picture of him sleeping for a film scene. He said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. Bachchan added, ""My sleep was genuine, they actually had to wake me up to tell me that it was over.""",63,113.0,95.0,57,60,[],"['Amitabh Bachchan shared a picture of him sleeping for a film scene. He said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. Bachchan added, ""My sleep was genuine, they actually had to wake me up to tell me that it was over.""']","Amitabh Bachchan has said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""","Amitabh Bachchan has said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""",60,60,0.71,1.0,1.0,-0.29000000000000004,0.71,0.95
49,Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.,17,34.0,70.58823529411765,12,17,[],['Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.'],"A video of a policeman thrashing a vendor outside a passport office in Punjabs Ludhiana has gone viral. The victim, who sells file covers at a makeshift stall, was beaten by the cop after he reportedly refused to pay .100 bribe. After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop. ","After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop",59,17,0.29,0.29310344827586204,0.288135593220339,0.0018644067796609876,1.006470588235294,0.2033898305084746
50,"The pirates were found guilty of attempt to murder and kidnapping for taking 22 people hostage on board a commercial ship from Thailand. This is one of the four cases registered against 120 Somali pirates, for holding 91 people from different countries hostage.",45,67.5,100.0,43,43,[],"['The pirates were found guilty of attempt to murder and kidnapping for taking 22 people hostage on board a commercial ship from Thailand. This is one of the four cases registered against 120 Somali pirates, for holding 91 people from different countries hostage.']","A Mumbai court has convicted 15 Somali pirates to 7 years of imprisonment in a 2011 case. The pirates were found guilty of attempt to murder and kidnapping for taking 22 people hostage on board a commercial ship from Thailand. This is one of the four cases registered against 120 Somali pirates, for holding 91 people from different countries hostage.","The pirates were found guilty of attempt to murder and kidnapping for taking 22 people hostage on board a commercial ship from Thailand. This is one of the four cases registered against 120 Somali pirates, for holding 91 people from different countries hostage.",60,43,0.54,0.7166666666666667,0.7166666666666667,-0.17666666666666664,0.7534883720930233,0.7166666666666667
51,Teacher of a private school in Haridwar district of Uttarakhand has been accused of stripping two girls in front of the class for performing poorly in a test.,34,51.0,84.84848484848484,28,33,[],['Teacher of a private school in Haridwar district of Uttarakhand has been accused of stripping two girls in front of the class for performing poorly in a test.'],"A teacher of a private school in Haridwar district of Uttarakhand has been accused of stripping two girls in front of the class for performing poorly in a test held for English subject. While the parents of the girls lodged a complaint against the teacher and the school management, the allegation has been refuted by the school authorities. ",A teacher of a private school in Haridwar district of Uttarakhand has been accused of stripping two girls in front of the class for performing poorly in a test held for English subject,59,33,0.42,0.5689655172413793,0.559322033898305,-0.13932203389830505,0.750909090909091,0.4745762711864407
52,"Trivedi urged the government to reconsider its decision to privatise it. ""As the government operates BSNL and MTNL in communications and Doordarshan and All India Radio in broadcasting, it should have a national carrier as well",39,58.5,94.73684210526315,36,38,[],"['Trivedi urged the government to reconsider its decision to privatise it. ""As the government operates BSNL and MTNL in communications and Doordarshan and All India Radio in broadcasting, it should have a national carrier as well']","TMC leader Dinesh Trivedi has said that successive governments have ""short changed"" Air India by treating it like their private properties. Trivedi urged the government to reconsider its decision to privatise it. ""As the government operates BSNL and MTNL in communications and Doordarshan and All India Radio in broadcasting, it should have a national carrier as well,"" he added.","Trivedi urged the government to reconsider its decision to privatise it. ""As the government operates BSNL and MTNL in communications and Doordarshan and All India Radio in broadcasting, it should have a national carrier as well,"" he added.",59,38,0.56,0.6440677966101694,0.6440677966101694,-0.08406779661016939,0.8694736842105265,0.6101694915254238
53, BAT has said it is cooperating with UK authorities. Campaigners are now urging US government to act.,19,38.0,94.73684210526315,18,19,[],[' BAT has said it is cooperating with UK authorities. Campaigners are now urging US government to act.'],"UK tobacco company British American Tobacco (BAT) is being investigated by the Serious Fraud Office (SFO) over allegations about involvement in bribery and corruption in Africa. BAT has denied allegations of a whistleblower who handed over multiple documents to SFO. However, BAT has said it is cooperating with UK authorities as campaigners are now urging US government to act.","However, BAT has said it is cooperating with UK authorities as campaigners are now urging US government to act.",59,19,0.27,0.3220338983050847,0.3220338983050847,-0.0520338983050847,0.8384210526315791,0.3050847457627119
54,"Kapil Sharma says he is not suffering from depression. He added that apart from low blood pressure, he isnt facing any health issues. Kapil also clarified he has no stress and pressure regarding The Kapil Sharma Shows TRP.",63,113.0,63.33333333333333,38,60,[],"['Kapil Sharma says he is not suffering from depression. He added that apart from low blood pressure, he isnt facing any health issues. Kapil also clarified he has no stress and pressure regarding The Kapil Sharma Shows TRP.']","Comedian and television show host Kapil Sharma has said that he is not suffering from depression, while adding, ""Its just a big term for me."" He added that apart from low blood pressure, he isnt facing any health issues and is feeling perfectly fine now. Kapil also clarified he has no stress and pressure regarding The Kapil Sharma Shows TRP.","Comedian and television show host Kapil Sharma has said that he is not suffering from depression, while adding, ""Its just a big term for me."" He added that apart from low blood pressure, he isnt facing any health issues and is feeling perfectly fine now. Kapil also clarified he has no stress and pressure regarding The Kapil Sharma Shows TRP.",60,60,0.67,1.0,1.0,-0.32999999999999996,0.67,0.6333333333333333
55,"The release of the Shraddha Kapoor starrer Haseena Parkar, which was scheduled for August 18, has been postponed.",18,36.0,100.0,18,18,[],"['The release of the Shraddha Kapoor starrer Haseena Parkar, which was scheduled for August 18, has been postponed.']","The release of the Shraddha Kapoor starrer Haseena Parkar, which was scheduled for August 18, has been postponed. Director Apoorva Lakhia said, ""We collectively decided to postpone the film so that it can get enough screens and a worthy run at the box office."" Earlier, the films release was shifted to August 18 to reportedly avoid a clash with Jagga Jasoos.","The release of the Shraddha Kapoor starrer Haseena Parkar, which was scheduled for August 18, has been postponed",61,18,0.26,0.3,0.29508196721311475,-0.03508196721311474,0.8811111111111112,0.29508196721311475
56,"Addiction is not a moral failing, it doesnt make you a bad person even if you have made a poor choice.",25,37.5,87.5,21,24,[],"['Addiction is not a moral failing, it doesnt make you a bad person even if you have made a poor choice.']","Actor Prateik Babbar, while speaking about dealing with drug addiction, said substance abuse is like a bad marriage. ""[E]ven after you quit, it haunts you for a while till people start noticing the turnaround,"" he added. Prateik further said, ""Addiction is not a moral failing, it doesnt make you a bad person even if you have made a poor choice"".","Prateik further said, ""Addiction is not a moral failing, it doesnt make you a bad person even if you have made a poor choice"".",60,24,0.3,0.4,0.4,-0.10000000000000003,0.7499999999999999,0.35
57,"Producer Kiran Shroff faced sexist comments while making Babumoshai Bandookbaaz. CBFC member asked her how she could make a film like this being a woman. A male member added, ""But she is not a woman""",49,73.5,74.46808510638297,35,47,[],"['Producer Kiran Shroff faced sexist comments while making Babumoshai Bandookbaaz. CBFC member asked her how she could make a film like this being a woman. A male member added, ""But she is not a woman""']","Producer of Babumoshai Bandookbaaz Kiran Shroff, while talking about sexist comments she faced, has said that a Central Board of Film Certification (CBFC) member asked her how she could make a film like this being a woman. A male member added, ""But she is not a woman. Look at what she is wearing."" Kiran said that such thoughts were regressive.","Producer of Babumoshai Bandookbaaz Kiran Shroff, while talking about sexist comments she faced, has said that a Central Board of Film Certification (CBFC) member asked her how she could make a film like this being a woman. A male member added, ""But she is not a woman",60,47,0.68,0.7833333333333333,0.7833333333333333,-0.10333333333333328,0.8680851063829788,0.5833333333333334
58,"Actress Sana Khan said she cant believe that a normal hug was trending. ""People just blew it out of proportion because [Salman] had closed fists, and some dumb people even called it an awkward hug,"" she added while slamming those who trolled her.",60,90.0,74.13793103448276,43,58,[],"['Actress Sana Khan said she cant believe that a normal hug was trending. ""People just blew it out of proportion because [Salman] had closed fists, and some dumb people even called it an awkward hug,"" she added while slamming those who trolled her.']","Actress Sana Khan, while speaking about Salman Khan hugging her on the red carpet at an awards show, said she cant believe that a normal hug was trending. ""People just blew it out of proportion because [Salman] had closed fists, and some dumb people even called it an awkward hug,"" she added while slamming those who trolled her.","Actress Sana Khan, while speaking about Salman Khan hugging her on the red carpet at an awards show, said she cant believe that a normal hug was trending. ""People just blew it out of proportion because [Salman] had closed fists, and some dumb people even called it an awkward hug,"" she added while slamming those who trolled her.",58,58,0.77,1.0,1.0,-0.22999999999999998,0.77,0.7413793103448276
59,"""Elements.who are faceless and nameless.who harass people, (dont) need to be taken seriously,"" Dia said. ""We need to let (trolling) be like",31,46.5,73.33333333333333,22,30,[],"['""Elements.who are faceless and nameless.who harass people, (dont) need to be taken seriously,"" Dia said. ""We need to let (trolling) be like']","Dia Mirza, while talking about being trolled on social media, said she used to get frightened by the rape and acid attack threats she received online for expressing her opinion. Dia added, ""Elements...who are faceless and nameless...who harass people, (dont) need to be taken seriously...we need to be like ducks and let (trolling) be like water sliding off our backs.""","Dia added, ""Elements.who are faceless and nameless.who harass people, (dont) need to be taken seriously.we need to be like ducks and let (trolling) be like water sliding off our backs.""",60,30,0.46,0.5,0.5,-0.03999999999999998,0.92,0.36666666666666664
60,"Comedian Sunil Grover has said that there is no need for a mediator to resolve the feud between him and Kapil Sharma. Sunil further said, ""The best part is",43,64.5,70.73170731707317,29,41,[],"['Comedian Sunil Grover has said that there is no need for a mediator to resolve the feud between him and Kapil Sharma. Sunil further said, ""The best part is']","Comedian Sunil Grover has said that there is no need for a mediator to resolve the feud between him and Kapil Sharma. ""I know [Kapil] very well. Why do I need someone else to sort things between us."" he added. Sunil further said, ""Anyway, the best part is that the comedy didnt stop and its continuing from both ends.""","Comedian Sunil Grover has said that there is no need for a mediator to resolve the feud between him and Kapil Sharma. Sunil further said, ""Anyway, the best part is that the comedy didnt stop and its continuing from both ends.""",59,41,0.45,0.6949152542372882,0.6949152542372882,-0.24491525423728816,0.6475609756097561,0.4915254237288136
61,Authorities remove copies of the Bible and Quran placed near APJ Abdul Kalams memorial in Rameswaram.,25,37.5,66.66666666666666,16,24,[],['Authorities remove copies of the Bible and Quran placed near APJ Abdul Kalams memorial in Rameswaram.'],"Authorities have removed the copies of the Bible and Quran placed near APJ Abdul Kalams memorial in Rameswaram in Tamil Nadu, following a complaint. Kalams relatives had placed the books alongside the sculpted Bhagavad Gita placed near the statue before its inauguration. Later, a Hindu nationalist party filed a complaint saying keeping them without permission is wrong.","Authorities have removed the copies of the Bible and Quran placed near APJ Abdul Kalams memorial in Rameswaram in Tamil Nadu, following a complaint",57,24,0.35,0.42105263157894735,0.42105263157894735,-0.07105263157894737,0.83125,0.2807017543859649
62,"A mob allegedly found a man in a compromising position with a woman. The incident occurred at a government run centre in Bokaro, Jharkhand.",32,48.0,77.41935483870968,24,31,[],"['A mob allegedly found a man in a compromising position with a woman. The incident occurred at a government run centre in Bokaro, Jharkhand.']","A 25 year old man was on Wednesday assaulted by a mob which allegedly found him in a compromising position with a woman at a government run centre in Bokaro, Jharkhand. The victim, found unconscious when police rescued him from the mob, has suffered multiple injuries on his head, neck, legs and back. The man is reportedly battling for life in a hospital.","A 25 year old man was on Wednesday assaulted by a mob which allegedly found him in a compromising position with a woman at a government run centre in Bokaro, Jharkhand",63,31,0.36,0.5166666666666667,0.49206349206349204,-0.13206349206349205,0.7316129032258064,0.38095238095238093
63,"The Indira Gandhi Institute of Medical Sciences (IGIMS) in Bihars Patna has asked its employees to declare their virginity and number of wives/husbands in a marital declaration form. Further, the form spelt bachelor as bec",61,91.5,59.32203389830508,35,59,[],"['The Indira Gandhi Institute of Medical Sciences (IGIMS) in Bihars Patna has asked its employees to declare their virginity and number of wives/husbands in a marital declaration form. Further, the form spelt bachelor as bec']","The Indira Gandhi Institute of Medical Sciences (IGIMS) in Bihars Patna has asked its employees to declare their virginity and number of wives/husbands in a marital declaration form. Further, the form spelt bachelor as bechelor. ""This is not a new form and has been in practice since 1984 when IGIMS was established,"" Deputy Medical Superintendent Dr Manish Mandal said.","The Indira Gandhi Institute of Medical Sciences (IGIMS) in Bihars Patna has asked its employees to declare their virginity and number of wives/husbands in a marital declaration form. Further, the form spelt bachelor as bechelor. ""This is not a new form and has been in practice since 1984 when IGIMS was established,"" Deputy Medical Superintendent Dr Manish Mandal said.",59,59,0.57,1.0,1.0,-0.43000000000000005,0.57,0.5932203389830508
64,Brihanmumbai Municipal Corporation is planning to redevelop eight entry points of Mumbais Juhu beach in the second phase by,24,36.0,82.6086956521739,19,23,[],['Brihanmumbai Municipal Corporation is planning to redevelop eight entry points of Mumbais Juhu beach in the second phase by'],"Brihanmumbai Municipal Corporation is planning to redevelop eight entry points of Mumbais Juhu beach in the second phase by August end, authorities said. As per the plan, each entry point will have five metre high walls, and steps with railings among others. While residents welcomed the move, an activist said that any beautification shouldnt affect ""the natural feel of the beach"".n ","Brihanmumbai Municipal Corporation is planning to redevelop eight entry points of Mumbais Juhu beach in the second phase by August end, authorities said",62,23,0.31,0.38333333333333336,0.3709677419354839,-0.06096774193548388,0.8356521739130435,0.3064516129032258
65,Kriti Sanon was asked about Bhairavi Goswamis tweet saying Kriti is a,36,54.0,34.285714285714285,12,35,[],['Kriti Sanon was asked about Bhairavi Goswamis tweet saying Kriti is a'],"Kriti Sanon, when asked about Hate Story actress Bhairavi Goswamis tweet saying Kriti is a ""deranged actress"" with ""no headlight"" and ""no bumper"", enquired who Bhairavi is. She further said, ""Im just happy for her. She got a lot of publicity. Now you guys know her name also"". Bhargavi had also commented that even college students look better than Kriti.","Kriti Sanon, when asked about Hate Story actress Bhairavi Goswamis tweet saying Kriti is a ""deranged actress"" with ""no headlight"" and ""no bumper"", enquired who Bhairavi is. She further said, ""Im just happy for her",60,35,0.27,0.5833333333333334,0.5833333333333334,-0.31333333333333335,0.46285714285714286,0.2
66,The production aims to raise money for the Royal Academy of Dramatic Art. Hiddleston attends the drama school. The play will be directed by Kenneth Branagh.,39,58.5,68.42105263157895,26,38,[],['The production aims to raise money for the Royal Academy of Dramatic Art. Hiddleston attends the drama school. The play will be directed by Kenneth Branagh.'],"Actor Tom Hiddleston will star in a play on William Shakespeares Hamlet, which will be directed by Kenneth Branagh. The production aims to raise money for the Royal Academy of Dramatic Art, the drama school attended by Hiddleston. Tickets will be available through a lottery and winners will be able to collect them only on the day of the performance.","Actor Tom Hiddleston will star in a play on William Shakespeares Hamlet, which will be directed by Kenneth Branagh. The production aims to raise money for the Royal Academy of Dramatic Art, the drama school attended by Hiddleston",60,38,0.47,0.6333333333333333,0.6333333333333333,-0.16333333333333333,0.7421052631578947,0.43333333333333335
67,"A sheikh said, ""We usually talk about the issues of daily life, and what religion says""",19,38.0,84.21052631578947,16,19,[],"['A sheikh said, ""We usually talk about the issues of daily life, and what religion says""']","Egypts highest Islamic authority Al Azhar Al Sharif has opened a fatwa kiosk at Cairo metro to offer commuters religious advice in an effort to counter extremism. A sheikh said, ""We usually talk about the issues of daily life, and what religion says about such things. The topics we mostly discuss are marriage, divorce and inheritance."" ","A sheikh said, ""We usually talk about the issues of daily life, and what religion says about such things",57,19,0.3,0.35185185185185186,0.3333333333333333,-0.033333333333333326,0.9,0.2807017543859649
