,Zusammenfassung,Min_Kompressionsrate,Max_Kompressionsrate,Endgueltige_Kompressionsrate,länge Zusammenfassung,länge Ausgangstext,batch_texts,batch_output,text,text_rank_text,tokens_gesamt,token_text_rank,desired_compression_rate,text_rank_compression_rate,current_compression_rate,compression_difference,reduction_multiplier,ent_com_rate
33,"A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster posed as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends.",49,73.5,93.61702127659575,44,47,[],"['A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster posed as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends.']","A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster fooled Scaramucci by posing as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends. The prankster said he targeted Scaramucci because he had used mental health issues as a ""put down"".","A self styled email prankster, known as @SINON REBORN on Twitter, has fooled recently fired White House Communications Director Anthony Scaramucci thrice. The prankster fooled Scaramucci by posing as recently fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends",64,47,0.74,0.7833333333333333,0.734375,0.005624999999999991,1.0076595744680852,0.6875
34,"Manish Shah, a UK based doctor, has been charged with 118 sexual offences. He has been also charged with one count of sexual assault on a",36,54.0,74.28571428571429,26,35,[],"['Manish Shah, a UK based doctor, has been charged with 118 sexual offences. He has been also charged with one count of sexual assault on a']","A UK based doctor, Manish Shah, has been charged with 118 sexual offences, the Metropolitan Police said on Wednesday. Shah has been accused of 65 counts of assault by penetration and 52 allegations of sexual assault, police officials added. He has also been charged with one count of sexual assault on a child under 13.","A UK based doctor, Manish Shah, has been charged with 118 sexual offences, the Metropolitan Police said on Wednesday. He has also been charged with one count of sexual assault on a child under 13.",55,35,0.39,0.6481481481481481,0.6363636363636364,-0.24636363636363634,0.6128571428571429,0.4727272727272727
35,Jared Kushner claims the campaign was too dysfunctional and disorganised to collude with a foreign government. The President's son in law and senior adviser said the team was 'too dysfunctional' and 'disorganised' to coll,38,57.0,91.8918918918919,34,37,[],"[""Jared Kushner claims the campaign was too dysfunctional and disorganised to collude with a foreign government. The President's son in law and senior adviser said the team was 'too dysfunctional' and 'disorganised' to coll""]","US President Donald Trumps campaign could not have colluded with Russia because the team was too dysfunctional and disorganised to coordinate with a foreign government, the Presidents son in law and senior adviser Jared Kushner has claimed. Notably, Kushner had acknowledged four meetings with Russians during and after Trumps presidential bid and insisted that he had ""nothing to hide"". ","US President Donald Trumps campaign could not have colluded with Russia because the team was too dysfunctional and disorganised to coordinate with a foreign government, the Presidents son in law and senior adviser Jared Kushner has claimed",60,37,0.53,0.6491228070175439,0.6166666666666667,-0.08666666666666667,0.8594594594594595,0.5666666666666667
36,"Gulalai: ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity"" ""I cannot compromise,"" she says.",28,42.0,92.5925925925926,25,27,[],"['Gulalai: ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity"" ""I cannot compromise,"" she says.']","A woman lawmaker of Pakistan Tehreek e Insaf (PTI) party, Ayesha Gulalai, has accused party leader Imran Khan of harassing women leaders in the party and sending them obscene text messages. ""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity,"" Gulalai said announcing her resignation from the party. ","""My integrity matters to me the most and I cannot compromise when it comes to my honour and dignity,"" Gulalai said announcing her resignation from the party",59,27,0.46,0.48214285714285715,0.4576271186440678,0.0023728813559322215,1.0051851851851852,0.423728813559322
37,Harry Potter author falsely accused US President Donald Trump of refusing to shake the hand of a child in,39,58.5,50.0,19,38,[],['Harry Potter author falsely accused US President Donald Trump of refusing to shake the hand of a child in'],Harry Potter author JK Rowling has apologised for a series of tweets in which she falsely accused US President Donald Trump of refusing to shake the hand of a child in a wheelchair during an event last week. Rowling was slammed for not removing the tweets from her social media account after her comments were proved to be incorrect. ,Harry Potter author JK Rowling has apologised for a series of tweets in which she falsely accused US President Donald Trump of refusing to shake the hand of a child in a wheelchair during an event last week,60,38,0.24,0.6440677966101694,0.6333333333333333,-0.3933333333333333,0.37894736842105264,0.31666666666666665
38,PM1 is reportedly the most dangerous particulate matter. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulatematter is a product of vehicular pollution.,63,94.5,55.00000000000001,33,60,[],['PM1 is reportedly the most dangerous particulate matter. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulatematter is a product of vehicular pollution.'],"Substantial presence of PM1, reportedly the most dangerous particulate matter, has been found in areas around Delhis Lodhi Road, a study by System of Air Quality and Weather Forecasting And Research said. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulate matter is a product of vehicular pollution, reports said. ","Substantial presence of PM1, reportedly the most dangerous particulate matter, has been found in areas around Delhis Lodhi Road, a study by System of Air Quality and Weather Forecasting And Research said. Its presence in the Central Delhi area may be attributed to the huge flow of vehicles since the particulate matter is a product of vehicular pollution, reports said",61,60,0.55,1.0,0.9836065573770492,-0.4336065573770491,0.5591666666666667,0.5409836065573771
39,Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests.,50,75.0,79.16666666666666,38,48,[],['Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests.'],The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The facility has remained sealed since its inauguration last year.,The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately,58,48,0.71,0.8275862068965517,0.8275862068965517,-0.11758620689655175,0.8579166666666667,0.6551724137931034
40,"Graham: ""There is a military option"" to solve the North Korean threat. He said he prefers a diplomatic approach",21,31.5,95.0,19,20,[],"['Graham: ""There is a military option"" to solve the North Korean threat. He said he prefers a diplomatic approach']","Republican Senator Lindsey Graham has said that US President Donald Trump has told him they would rather go to war to destroy North Korea than allow it to develop nuclear armed missiles. Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option. To destroy North Koreas programme and North Korea itself.""","Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option",61,20,0.29,0.3333333333333333,0.32786885245901637,-0.03786885245901639,0.8845,0.3114754098360656
41,Sunil said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning,30,45.0,79.3103448275862,23,29,[],['Sunil said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning'],"Comedian Sunil Pal, in a Facebook video, has accused filmmaker Anees Bazmee and his friend Mayur Barot of not paying Sunil his fees for a stage show. He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.",He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.,56,29,0.33,0.5178571428571429,0.5178571428571429,-0.1878571428571429,0.6372413793103447,0.4107142857142857
42,The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan. Women employees are asked to tie rakhis on,35,52.5,85.29411764705883,29,34,[],['The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan. Women employees are asked to tie rakhis on'],"The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues. ""It has been decided to celebrate the festival of Rakshabandhan on August 7. In this connection, all offices/departments shall remain open,"" the circular read.",The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues,58,34,0.45,0.5862068965517241,0.5862068965517241,-0.13620689655172408,0.7676470588235295,0.5
43,The ban will take effect from September 1. The ban will remain in effect for,33,49.5,46.875,15,32,[],['The ban will take effect from September 1. The ban will remain in effect for'],"The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1. ""All United States passports are declared invalid for travel to, in, or through the DPRK unless specially validated for such travel,"" the restriction read. The ban will remain in effect for one year.",The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1. The ban will remain in effect for one year.,56,32,0.22,0.5714285714285714,0.5714285714285714,-0.3514285714285714,0.385,0.26785714285714285
44,"Air India has a debt of over .50,000 crore, he said. ""Now we have to decide what has to be done with Air India""..",31,46.5,80.0,24,30,[],"['Air India has a debt of over .50,000 crore, he said. ""Now we have to decide what has to be done with Air India""..']","Finance Minister Arun Jaitley has said that a ""proper decision"" would be taken on Air Indias future and it would be in governments interest to protect jobs at the airline. Noting that the airline has debt of over .50,000 crore, he said it is ""not small"" and ""now we have to decide what has to be done with Air India"".","Noting that the airline has debt of over .50,000 crore, he said it is ""not small"" and ""now we have to decide what has to be done with Air India"".",60,30,0.5,0.5,0.5,0.0,1.0,0.4
45,"AA lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day. Executive Chairman Bob Mackenzie was fired with immediate effect for gross misconduct.",63,94.5,65.0,39,60,[],"['AA lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day. Executive Chairman Bob Mackenzie was fired with immediate effect for gross misconduct.']","UK roadside repair firm AA on Tuesday lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for gross misconduct. However, his son said he resigned over an extremely distressing mental health issue. ","UK roadside repair firm AA on Tuesday lost over £200 million (nearly .1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for gross misconduct. However, his son said he resigned over an extremely distressing mental health issue",61,60,0.69,1.0,0.9836065573770492,-0.2936065573770492,0.7015,0.639344262295082
46,"Ramdev and Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat.",44,66.0,85.71428571428571,36,42,[],"['Ramdev and Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat.']","According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat. The judging panel will also include singers Shekhar Ravjiani and Kanika Kapoor. ","According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show Om Shanti Om. The show will be aired on Life OK, which is set to re brand itself as Star Bharat",55,42,0.59,0.7924528301886793,0.7636363636363637,-0.1736363636363637,0.7726190476190475,0.6545454545454545
47,Actor Naseeruddin Shah said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. Lipstick Under My Burkha is due to be released on September 14.,33,49.5,106.25,34,32,[],['Actor Naseeruddin Shah said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. Lipstick Under My Burkha is due to be released on September 14.'],"Actor Naseeruddin Shah, while talking about the controversy around Lipstick Under My Burkha, said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. He added, ""Its very frightening to see that the Censor Board can do whatever it wants and practise its biases openly and ban films that it doesnt like.""","Actor Naseeruddin Shah, while talking about the controversy around Lipstick Under My Burkha, said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen",60,32,0.52,0.5333333333333333,0.5333333333333333,-0.013333333333333308,0.9750000000000001,0.5666666666666667
48,"Amitabh Bachchan shared a picture of him sleeping for a film scene. He said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell",63,94.5,90.0,54,60,[],"['Amitabh Bachchan shared a picture of him sleeping for a film scene. He said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell']","Amitabh Bachchan has said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""","Amitabh Bachchan has said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""",60,60,0.71,1.0,1.0,-0.29000000000000004,0.71,0.9
49,Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.,17,34.0,70.58823529411765,12,17,[],['Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.'],"A video of a policeman thrashing a vendor outside a passport office in Punjabs Ludhiana has gone viral. The victim, who sells file covers at a makeshift stall, was beaten by the cop after he reportedly refused to pay .100 bribe. After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop. ","After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop",59,17,0.29,0.29310344827586204,0.288135593220339,0.0018644067796609876,1.006470588235294,0.2033898305084746
